conceptidprognosyrke;fa15nr;bedömning23;bedömning26;yrkesverksamma_antal;andel_kvinnor;andel_män;special;tillträde;pension;efterfråga;pil_2022_tilltr;pil_2026_tilltr;pil_2022_pension;pil_2026_pension;pil_2022_efterfråga;pil_2026_efterfråga;index;svårare_fa15nr;lättare_fa15nr;;;
Uij6_Nsi_9op;22;;;;;;;;;;1,07;1,05;0,42;1,55;0,96;0,99;;;;;;
Uij6_Nsi_9op;23;;;;;;;;;;1,09;1,07;0,94;1,09;0,97;0,99;;;;;;
Uij6_Nsi_9op;24;;;;;;;;;;1,07;1,05;0,51;1,31;1,01;0,99;;;;;;
Uij6_Nsi_9op;25;;;;;;;;;;1,11;1,07;0,54;1,33;1,03;0,99;;;;;;
Uij6_Nsi_9op;26;;;;;;;;;;1,09;1,08;0,04;2,00;1,32;0,99;;;;;;
Uij6_Nsi_9op;27;;;;;;;;;;1,06;1,04;0,33;1,33;1,02;0,99;;;;;;
Uij6_Nsi_9op;28;;;;;;;;;;1,03;1,04;0,17;0,67;0,95;0,99;;;;;;
Uij6_Nsi_9op;29;;;;;;;;;;1,05;1,06;0,00;;0,92;0,99;;;;;;
Uij6_Nsi_9op;30;;;;;;;;;;1,11;1,09;0,07;1,11;2,00;0,99;;;;;;
Uij6_Nsi_9op;31;;;;;;;;;;1,10;1,12;0,00;;0,89;0,99;;;;;;
Uij6_Nsi_9op;32;;;;;;;;;;1,03;1,04;0,29;0,49;1,06;0,99;;;;;;
Uij6_Nsi_9op;33;;;;;;;;;;1,05;1,04;0,00;2,00;1,01;0,99;;;;;;
Uij6_Nsi_9op;34;;;;;;;;;;1,07;1,04;0,26;1,11;0,92;0,99;;;;;;
Uij6_Nsi_9op;35;;;;;;;;;;1,11;1,10;0,14;1,16;1,15;0,99;;;;;;
Uij6_Nsi_9op;36;;;;;;;;;;1,10;1,05;0,36;1,10;0,97;0,99;;;;;;
Uij6_Nsi_9op;37;;;;;;;;;;1,08;1,05;0,06;1,26;1,32;0,99;;;;;;
Uij6_Nsi_9op;38;;;;;;;;;;1,02;1,01;0,05;0,80;1,08;0,99;;;;;;
Uij6_Nsi_9op;39;;;;;;;;;;1,00;1,03;0,18;0,14;1,21;0,99;;;;;;
Uij6_Nsi_9op;40;;;;;;;;;;1,04;1,06;0,04;1,50;0,88;0,99;;;;;;
Uij6_Nsi_9op;41;;;;;;;;;;1,08;1,06;0,51;1,18;1,01;0,99;;;;;;
Uij6_Nsi_9op;42;;;;;;;;;;1,06;1,04;0,52;1,02;1,04;0,99;;;;;;
Uij6_Nsi_9op;43;;;;;;;;;;1,04;1,08;0,07;0,00;1,05;0,99;;;;;;
Uij6_Nsi_9op;44;;;;;;;;;;1,04;1,05;0,16;0,87;1,42;0,99;;;;;;
Uij6_Nsi_9op;45;;;;;;;;;;1,00;1,02;0,01;0,00;1,50;0,99;;;;;;
Uij6_Nsi_9op;46;;;;;;;;;;0,99;1,01;;;;;;;;;;
Uij6_Nsi_9op;47;;;;;;;;;;1,15;1,24;;;;;;;;;;
Uij6_Nsi_9op;48;;;;;;;;;;1,06;1,03;0,42;1,77;1,16;0,99;;;;;;
Uij6_Nsi_9op;49;;;;;;;;;;1,07;1,09;0,00;;0,94;0,99;;;;;;
Uij6_Nsi_9op;50;;;;;;;;;;1,05;1,07;;;;;;;;;;
Uij6_Nsi_9op;51;;;;;;;;;;1,10;1,14;0,22;0,00;1,20;0,99;;;;;;
Uij6_Nsi_9op;52;;;;;;;;;;1,08;1,08;0,76;0,75;1,03;0,99;;;;;;
Uij6_Nsi_9op;53;;;;;;;;;;1,07;1,09;0,00;;1,08;0,99;;;;;;
Uij6_Nsi_9op;54;;;;;;;;;;1,01;1,05;;;;;;;;;;
Uij6_Nsi_9op;55;;;;;;;;;;1,06;1,02;0,48;1,49;1,04;0,99;;;;;;
Uij6_Nsi_9op;56;;;;;;;;;;1,06;1,08;;;;;;;;;;
Uij6_Nsi_9op;57;;;;;;;;;;1,07;1,09;;;;;;;;;;
Uij6_Nsi_9op;58;;;;;;;;;;0,99;0,99;;;;;;;;;;
Uij6_Nsi_9op;59;;;;;;;;;;1,04;1,02;0,17;1,44;2,00;0,99;;;;;;
Uij6_Nsi_9op;60;;;;;;;;;;1,01;1,02;0,00;;0,92;0,99;;;;;;
ULu9_ehh_UAA;0;1;1;23535;60;40;;3;3;3;1,14;1,12;1,06;1,10;0,98;0,99;;;;;;
ULu9_ehh_UAA;1;;;;;;;;;;1,13;1,09;1,11;1,09;0,98;0,99;5;;;;;
ULu9_ehh_UAA;2;;;;;;;;;;1,09;1,07;1,15;1,17;1,12;0,99;5;;;;;
ULu9_ehh_UAA;3;;;;;;;;;;1,07;1,06;0,69;1,14;0,96;0,99;3;2;8;;;
ULu9_ehh_UAA;4;;;;;;;;;;1,10;1,09;0,44;1,74;1,07;0,99;0;;;;;
ULu9_ehh_UAA;5;;;;;;;;;;1,19;1,13;0,48;1,67;0,89;0,99;0;;;;;
ULu9_ehh_UAA;6;;;;;;;;;;1,11;1,08;0,98;0,91;1,02;0,99;3;1;15;;;
ULu9_ehh_UAA;7;;;;;;;;;;1,08;1,07;0,48;1,16;0,91;0,99;0;;;;;
ULu9_ehh_UAA;8;;;;;;;;;;1,13;1,08;0,90;1,26;0,93;0,99;2;;;;;
ULu9_ehh_UAA;9;;;;;;;;;;1,06;1,05;0,91;0,96;0,94;0,99;3;13;8;;;
ULu9_ehh_UAA;10;;;;;;;;;;0,94;1,01;0,62;1,36;0,96;0,99;0;;;;;
ULu9_ehh_UAA;11;;;;;;;;;;1,13;1,15;1,14;1,04;0,97;0,99;0;;;;;
ULu9_ehh_UAA;12;;;;;;;;;;1,05;1,03;0,77;1,12;0,96;0,99;0;;;;;
ULu9_ehh_UAA;13;;;;;;;;;;1,13;1,10;0,94;0,96;0,95;0,99;2;;;;;
ULu9_ehh_UAA;14;;;;;;;;;;1,17;1,10;1,03;1,00;0,95;0,99;4;;;;;
ULu9_ehh_UAA;15;;;;;;;;;;1,14;1,11;1,03;1,07;0,99;0,99;2;;;;;
ULu9_ehh_UAA;16;;;;;;;;;;1,11;1,06;1,15;1,02;0,95;0,99;4;;;;;
ULu9_ehh_UAA;17;;;;;;;;;;1,10;1,08;0,59;1,11;0,94;0,99;0;;;;;
ULu9_ehh_UAA;18;;;;;;;;;;1,13;1,08;0,96;1,10;0,96;0,99;5;;;;;
ULu9_ehh_UAA;19;;;;;;;;;;1,15;1,10;1,02;1,11;1,00;0,99;5;;;;;
ULu9_ehh_UAA;20;;;;;;;;;;1,05;1,10;1,00;1,02;0,95;0,99;0;;;;;
ULu9_ehh_UAA;21;;;;;;;;;;1,12;1,08;0,87;1,35;0,98;0,99;0;;;;;
ULu9_ehh_UAA;22;;;;;;;;;;1,11;1,08;0,88;1,65;0,99;0,99;0;;;;;
ULu9_ehh_UAA;23;;;;;;;;;;1,16;1,12;1,07;1,13;0,99;0,99;3;1;15;;;
ULu9_ehh_UAA;24;;;;;;;;;;1,13;1,08;1,05;1,03;0,97;0,99;4;;;;;
ULu9_ehh_UAA;25;;;;;;;;;;1,16;1,09;0,88;0,98;0,99;0,99;2;;;;;
ULu9_ehh_UAA;26;;;;;;;;;;1,13;1,10;0,77;0,87;0,97;0,99;0;;;;;
ULu9_ehh_UAA;27;;;;;;;;;;1,10;1,06;1,08;1,03;1,01;0,99;4;;;;;
ULu9_ehh_UAA;28;;;;;;;;;;1,07;1,07;1,14;1,29;0,97;0,99;1;;;;;
ULu9_ehh_UAA;29;;;;;;;;;;1,07;1,08;0,07;2,00;0,99;0,99;0;;;;;
ULu9_ehh_UAA;30;;;;;;;;;;1,12;1,13;0,75;0,49;0,89;0,99;0;;;;;
ULu9_ehh_UAA;31;;;;;;;;;;1,07;1,15;0,00;;0,87;0,99;0;;;;;
ULu9_ehh_UAA;32;;;;;;;;;;1,07;1,07;0,59;0,97;0,91;0,99;0;;;;;
ULu9_ehh_UAA;33;;;;;;;;;;1,11;1,09;0,28;2,00;0,97;0,99;0;;;;;
ULu9_ehh_UAA;34;;;;;;;;;;1,10;1,07;1,00;1,24;0,98;0,99;4;;;;;
ULu9_ehh_UAA;35;;;;;;;;;;1,17;1,13;0,40;0,98;0,98;0,99;0;;;;;
ULu9_ehh_UAA;36;;;;;;;;;;1,16;1,08;1,02;1,46;0,94;0,99;0;;;;;
ULu9_ehh_UAA;37;;;;;;;;;;1,12;1,05;0,87;1,31;0,97;0,99;0;;;;;
ULu9_ehh_UAA;38;;;;;;;;;;1,05;1,04;0,52;1,21;0,98;0,99;0;;;;;
ULu9_ehh_UAA;39;;;;;;;;;;1,08;1,07;0,19;0,85;0,93;0,99;0;;;;;
ULu9_ehh_UAA;40;;;;;;;;;;1,10;1,13;0,05;1,51;0,97;0,99;0;;;;;
ULu9_ehh_UAA;41;;;;;;;;;;1,11;1,08;0,87;0,96;1,03;0,99;1;;;;;
ULu9_ehh_UAA;42;;;;;;;;;;1,11;1,08;0,91;1,15;1,01;0,99;1;;;;;
ULu9_ehh_UAA;43;;;;;;;;;;1,16;1,18;0,33;1,81;0,89;0,99;0;;;;;
ULu9_ehh_UAA;44;;;;;;;;;;1,08;1,08;0,75;1,39;0,97;0,99;0;;;;;
ULu9_ehh_UAA;45;;;;;;;;;;1,06;1,06;0,09;2,00;0,89;0,99;0;;;;;
ULu9_ehh_UAA;46;;;;;;;;;;1,04;1,05;0,00;;0,85;0,99;0;;;;;
ULu9_ehh_UAA;47;;;;;;;;;;1,27;1,29;0,00;;0,98;0,99;0;;;;;
ULu9_ehh_UAA;48;;;;;;;;;;1,11;1,05;0,96;1,45;0,94;0,99;2;;;;;
ULu9_ehh_UAA;49;;;;;;;;;;1,13;1,15;0,42;1,00;0,94;0,99;0;;;;;
ULu9_ehh_UAA;50;;;;;;;;;;1,17;1,13;0,06;2,00;0,97;0,99;0;;;;;
ULu9_ehh_UAA;51;;;;;;;;;;1,17;1,20;0,11;1,39;0,91;0,99;0;;;;;
ULu9_ehh_UAA;52;;;;;;;;;;1,10;1,09;0,95;0,93;0,95;0,99;1;;;;;
ULu9_ehh_UAA;53;;;;;;;;;;1,15;1,15;0,11;1,94;1,07;0,99;0;;;;;
ULu9_ehh_UAA;54;;;;;;;;;;1,09;1,11;0,18;1,01;0,95;0,99;0;;;;;
ULu9_ehh_UAA;55;;;;;;;;;;1,11;1,04;0,89;1,04;0,96;0,99;1;;;;;
ULu9_ehh_UAA;56;;;;;;;;;;1,15;1,16;0,33;0,32;0,90;0,99;0;;;;;
ULu9_ehh_UAA;57;;;;;;;;;;1,18;1,11;0,19;1,11;1,08;0,99;0;;;;;
ULu9_ehh_UAA;58;;;;;;;;;;0,99;1,00;0,02;2,00;0,95;0,99;0;;;;;
ULu9_ehh_UAA;59;;;;;;;;;;1,10;1,05;0,30;1,81;0,88;0,99;0;;;;;
ULu9_ehh_UAA;60;;;;;;;;;;1,05;1,06;0,32;1,48;0,95;0,99;0;;;;;
un3t_N9C_3es;0;3;3;3076;14;86;2;3;3;3;1,02;1,03;1,17;1,28;1,02;0,98;;;;;;
un3t_N9C_3es;1;;;;;;;;;;1,04;1,04;1,01;1,39;1,03;0,98;;;;;;
un3t_N9C_3es;2;;;;;;;;;;1,03;1,03;1,20;1,16;0,98;0,98;;;;;;
un3t_N9C_3es;3;;;;;;;;;;1,01;1,02;0,15;0,00;0,80;0,98;;;;;;
un3t_N9C_3es;4;;;;;;;;;;1,05;1,05;0,00;;1,57;0,98;;;;;;
un3t_N9C_3es;5;;;;;;;;;;1,02;1,05;0,24;1,35;1,66;0,98;;;;;;
un3t_N9C_3es;6;;;;;;;;;;1,05;1,06;0,25;2,00;1,06;0,98;;;;;;
un3t_N9C_3es;7;;;;;;;;;;1,04;1,04;0,00;;1,08;0,98;;;;;;
un3t_N9C_3es;8;;;;;;;;;;1,04;1,05;0,14;2,00;1,01;0,98;;;;;;
un3t_N9C_3es;9;;;;;;;;;;1,04;1,05;0,97;1,23;1,08;0,98;;;;;;
un3t_N9C_3es;10;;;;;;;;;;1,01;1,02;;;;;;;;;;
un3t_N9C_3es;11;;;;;;;;;;1,14;1,15;0,00;;1,03;0,98;;;;;;
un3t_N9C_3es;12;;;;;;;;;;1,03;1,03;0,00;;1,34;0,98;;;;;;
un3t_N9C_3es;13;;;;;;;;;;1,03;1,04;0,92;1,28;1,01;0,98;;;;;;
un3t_N9C_3es;14;;;;;;;;;;1,04;1,03;0,88;1,03;1,03;0,98;;;;;;
un3t_N9C_3es;15;;;;;;;;;;1,02;1,03;0,98;1,34;0,96;0,98;;;;;;
un3t_N9C_3es;16;;;;;;;;;;1,00;1,00;0,51;1,31;1,11;0,98;;;;;;
un3t_N9C_3es;17;;;;;;;;;;1,05;1,05;0,33;1,64;0,97;0,98;;;;;;
un3t_N9C_3es;18;;;;;;;;;;1,04;1,04;0,40;1,37;0,89;0,98;;;;;;
un3t_N9C_3es;19;;;;;;;;;;1,02;1,03;1,40;1,07;1,03;0,98;;;;;;
un3t_N9C_3es;20;;;;;;;;;;1,04;1,07;0,95;1,69;1,02;0,98;;;;;;
un3t_N9C_3es;21;;;;;;;;;;1,03;1,03;0,00;;1,74;0,98;;;;;;
un3t_N9C_3es;22;;;;;;;;;;1,04;1,04;0,08;2,00;1,10;0,98;;;;;;
un3t_N9C_3es;23;;;;;;;;;;1,03;1,03;1,07;1,29;1,04;0,98;;;;;;
un3t_N9C_3es;24;;;;;;;;;;1,04;1,04;0,27;1,26;1,07;0,98;;;;;;
un3t_N9C_3es;25;;;;;;;;;;1,05;1,05;0,40;0,64;1,08;0,98;;;;;;
un3t_N9C_3es;26;;;;;;;;;;1,03;1,05;0,00;;1,01;0,98;;;;;;
un3t_N9C_3es;27;;;;;;;;;;1,02;1,02;0,43;1,18;2,00;0,98;;;;;;
un3t_N9C_3es;28;;;;;;;;;;1,01;1,01;0,00;;1,09;0,98;;;;;;
un3t_N9C_3es;29;;;;;;;;;;1,02;1,01;0,00;;1,25;0,98;;;;;;
un3t_N9C_3es;30;;;;;;;;;;1,05;1,08;0,00;;1,20;0,98;;;;;;
un3t_N9C_3es;31;;;;;;;;;;1,03;1,09;0,00;;1,16;0,98;;;;;;
un3t_N9C_3es;32;;;;;;;;;;1,00;1,01;0,18;0,96;1,30;0,98;;;;;;
un3t_N9C_3es;33;;;;;;;;;;1,03;1,04;;;1,31;0,98;;;;;;
un3t_N9C_3es;34;;;;;;;;;;1,04;1,04;0,22;2,00;1,14;0,98;;;;;;
un3t_N9C_3es;35;;;;;;;;;;1,05;1,06;0,02;2,00;0,91;0,98;;;;;;
un3t_N9C_3es;36;;;;;;;;;;1,02;1,02;0,03;2,00;1,16;0,98;;;;;;
un3t_N9C_3es;37;;;;;;;;;;1,03;1,01;0,55;0,46;1,05;0,98;;;;;;
un3t_N9C_3es;38;;;;;;;;;;1,00;1,00;0,20;1,36;0,97;0,98;;;;;;
un3t_N9C_3es;39;;;;;;;;;;1,05;1,07;0,00;;0,93;0,98;;;;;;
un3t_N9C_3es;40;;;;;;;;;;1,04;1,07;0,00;;1,24;0,98;;;;;;
un3t_N9C_3es;41;;;;;;;;;;1,01;1,02;0,30;0,78;1,47;0,98;;;;;;
un3t_N9C_3es;42;;;;;;;;;;1,05;1,05;0,00;;1,11;0,98;;;;;;
un3t_N9C_3es;43;;;;;;;;;;1,03;1,03;0,00;;1,08;0,98;;;;;;
un3t_N9C_3es;44;;;;;;;;;;1,03;1,04;0,00;;1,12;0,98;;;;;;
un3t_N9C_3es;45;;;;;;;;;;1,01;1,02;0,00;;1,01;0,98;;;;;;
un3t_N9C_3es;46;;;;;;;;;;1,00;1,01;0,00;;1,30;0,98;;;;;;
un3t_N9C_3es;47;;;;;;;;;;1,17;1,20;0,00;;1,05;0,98;;;;;;
un3t_N9C_3es;48;;;;;;;;;;1,01;1,01;0,00;;1,53;0,98;;;;;;
un3t_N9C_3es;49;;;;;;;;;;1,03;1,05;0,00;;1,36;0,98;;;;;;
un3t_N9C_3es;50;;;;;;;;;;1,07;1,09;0,00;;1,30;0,98;;;;;;
un3t_N9C_3es;51;;;;;;;;;;1,08;1,11;0,26;0,52;1,81;0,98;;;;;;
un3t_N9C_3es;52;;;;;;;;;;1,01;1,01;0,69;1,44;2,00;0,98;;;;;;
un3t_N9C_3es;53;;;;;;;;;;1,01;1,04;0,06;0,00;1,26;0,98;;;;;;
un3t_N9C_3es;54;;;;;;;;;;1,04;1,04;;;;;;;;;;
un3t_N9C_3es;55;;;;;;;;;;1,02;1,01;0,44;1,12;1,23;0,98;;;;;;
un3t_N9C_3es;56;;;;;;;;;;1,17;1,20;;;;;;;;;;
un3t_N9C_3es;57;;;;;;;;;;1,10;1,15;;;;;;;;;;
un3t_N9C_3es;58;;;;;;;;;;0,95;0,99;0,08;0,53;1,07;0,98;;;;;;
un3t_N9C_3es;59;;;;;;;;;;1,00;1,02;0,00;;0,95;0,98;;;;;;
un3t_N9C_3es;60;;;;;;;;;;1,03;1,03;0,00;;1,04;0,98;;;;;;
US8H_LRd_dho;0;3;3;33932;3;97;3;3;3;3;1,04;1,05;1,01;1,03;1,04;1,08;;;;;;
US8H_LRd_dho;1;;;;;;;;;;1,05;1,06;0,98;1,06;1,03;1,08;4;;;;;
US8H_LRd_dho;2;;;;;;;;;;1,04;1,04;1,08;0,94;1,07;1,08;2;;;;;
US8H_LRd_dho;3;;;;;;;;;;1,03;1,03;1,19;1,28;1,07;1,08;5;;;;;
US8H_LRd_dho;4;;;;;;;;;;1,07;1,08;0,49;1,18;1,07;1,08;5;;;;;
US8H_LRd_dho;5;;;;;;;;;;1,06;1,07;1,19;0,88;1,18;1,08;1;;;;;
US8H_LRd_dho;6;;;;;;;;;;1,06;1,05;0,84;0,96;1,03;1,08;4;;;;;
US8H_LRd_dho;7;;;;;;;;;;1,05;1,04;0,82;0,76;1,05;1,08;5;;;;;
US8H_LRd_dho;8;;;;;;;;;;1,06;1,07;0,85;0,82;1,06;1,08;2;;;;;
US8H_LRd_dho;9;;;;;;;;;;1,05;1,05;0,96;1,10;1,07;1,08;3;12;8;;;
US8H_LRd_dho;10;;;;;;;;;;1,02;1,01;0,90;0,58;1,04;1,08;0;;;;;
US8H_LRd_dho;11;;;;;;;;;;1,06;1,08;0,62;0,94;1,07;1,08;1;;;;;
US8H_LRd_dho;12;;;;;;;;;;1,01;0,99;0,57;1,52;1,04;1,08;5;;;;;
US8H_LRd_dho;13;;;;;;;;;;1,05;1,06;0,87;1,00;1,05;1,08;4;;;;;
US8H_LRd_dho;14;;;;;;;;;;1,06;1,05;1,10;1,03;1,04;1,08;5;;;;;
US8H_LRd_dho;15;;;;;;;;;;1,03;1,03;1,01;1,03;1,01;1,08;4;;;;;
US8H_LRd_dho;16;;;;;;;;;;1,02;1,02;0,90;1,03;1,04;1,08;3;15;28;;;
US8H_LRd_dho;17;;;;;;;;;;1,06;1,06;0,79;1,08;1,05;1,08;2;;;;;
US8H_LRd_dho;18;;;;;;;;;;1,06;1,06;0,88;0,93;1,01;1,08;4;;;;;
US8H_LRd_dho;19;;;;;;;;;;1,05;1,04;0,96;1,11;1,04;1,08;4;;;;;
US8H_LRd_dho;20;;;;;;;;;;1,05;1,05;0,94;1,07;1,01;1,08;2;;;;;
US8H_LRd_dho;21;;;;;;;;;;1,04;1,05;0,94;1,04;1,08;1,08;2;;;;;
US8H_LRd_dho;22;;;;;;;;;;1,05;1,04;1,01;0,90;1,04;1,08;4;;;;;
US8H_LRd_dho;23;;;;;;;;;;1,03;1,04;0,98;1,05;1,05;1,08;5;;;;;
US8H_LRd_dho;24;;;;;;;;;;1,04;1,03;1,15;1,12;1,02;1,08;5;;;;;
US8H_LRd_dho;25;;;;;;;;;;1,05;1,05;1,03;1,06;1,05;1,08;4;;;;;
US8H_LRd_dho;26;;;;;;;;;;1,01;1,01;0,60;1,35;1,02;1,08;5;;;;;
US8H_LRd_dho;27;;;;;;;;;;1,05;1,04;0,98;0,98;1,04;1,08;2;;;;;
US8H_LRd_dho;28;;;;;;;;;;1,04;1,03;0,86;1,35;1,04;1,08;2;;;;;
US8H_LRd_dho;29;;;;;;;;;;1,09;1,09;0,48;1,18;1,07;1,08;0;;;;;
US8H_LRd_dho;30;;;;;;;;;;1,12;1,14;0,67;0,97;1,11;1,08;0;;;;;
US8H_LRd_dho;31;;;;;;;;;;1,06;1,08;0,25;1,47;1,15;1,08;0;;;;;
US8H_LRd_dho;32;;;;;;;;;;1,02;0,99;0,75;0,79;1,08;1,08;3;34;27;;;
US8H_LRd_dho;33;;;;;;;;;;1,04;1,04;0,91;1,45;1,07;1,08;2;;;;;
US8H_LRd_dho;34;;;;;;;;;;1,05;1,05;1,09;1,30;1,06;1,08;4;;;;;
US8H_LRd_dho;35;;;;;;;;;;1,07;1,08;0,83;1,22;1,03;1,08;1;;;;;
US8H_LRd_dho;36;;;;;;;;;;1,02;1,01;0,83;0,95;1,12;1,08;3;23;38;;;
US8H_LRd_dho;37;;;;;;;;;;1,02;1,01;0,95;1,11;1,02;1,08;3;34;38;;;
US8H_LRd_dho;38;;;;;;;;;;1,01;1,01;0,76;1,24;1,04;1,08;1;;;;;
US8H_LRd_dho;39;;;;;;;;;;1,07;1,06;0,78;0,95;0,99;1,08;0;;;;;
US8H_LRd_dho;40;;;;;;;;;;1,03;1,03;0,25;1,51;1,12;1,08;0;;;;;
US8H_LRd_dho;41;;;;;;;;;;1,01;1,03;1,03;0,94;1,03;1,08;2;;;;;
US8H_LRd_dho;42;;;;;;;;;;1,02;1,01;0,99;1,05;1,01;1,08;3;34;38;;;
US8H_LRd_dho;43;;;;;;;;;;1,06;1,08;0,44;1,65;1,06;1,08;0;;;;;
US8H_LRd_dho;44;;;;;;;;;;1,06;1,05;0,96;1,15;1,09;1,08;1;;;;;
US8H_LRd_dho;45;;;;;;;;;;0,99;0,98;0,74;1,24;1,02;1,08;0;;;;;
US8H_LRd_dho;46;;;;;;;;;;1,02;1,01;0,61;1,55;1,08;1,08;0;;;;;
US8H_LRd_dho;47;;;;;;;;;;1,22;1,20;0,20;2,00;1,09;1,08;0;;;;;
US8H_LRd_dho;48;;;;;;;;;;1,06;1,05;1,12;1,12;1,05;1,08;3;23;52;;;
US8H_LRd_dho;49;;;;;;;;;;1,09;1,10;0,68;1,10;1,02;1,08;1;;;;;
US8H_LRd_dho;50;;;;;;;;;;1,11;1,09;0,52;0,77;1,00;1,08;0;;;;;
US8H_LRd_dho;51;;;;;;;;;;1,13;1,14;0,02;1,33;1,10;1,08;0;;;;;
US8H_LRd_dho;52;;;;;;;;;;1,06;1,04;1,06;0,92;1,03;1,08;1;;;;;
US8H_LRd_dho;53;;;;;;;;;;1,01;1,02;0,26;1,80;0,99;1,08;0;;;;;
US8H_LRd_dho;54;;;;;;;;;;1,04;1,06;0,56;1,00;1,29;1,08;0;;;;;
US8H_LRd_dho;55;;;;;;;;;;1,03;1,01;1,15;1,06;1,03;1,08;3;23;52;;;
US8H_LRd_dho;56;;;;;;;;;;1,04;1,04;0,11;0,06;0,99;1,08;0;;;;;
US8H_LRd_dho;57;;;;;;;;;;1,21;1,22;0,05;0,88;0,98;1,08;0;;;;;
US8H_LRd_dho;58;;;;;;;;;;0,96;0,97;0,20;0,96;1,31;1,08;0;;;;;
US8H_LRd_dho;59;;;;;;;;;;1,04;1,05;0,69;1,62;1,08;1,08;1;;;;;
US8H_LRd_dho;60;;;;;;;;;;1,07;1,06;0,93;1,28;1,02;1,08;1;;;;;
UsoN_wah_kh4;0;2;3;6309;15;85;3;3;3;3;1,03;1,04;1,28;1,25;1,04;1,08;;;;;;
UsoN_wah_kh4;1;;;;;;;;;;1,04;1,05;1,11;1,03;1,04;1,08;3;2;3;;;
UsoN_wah_kh4;2;;;;;;;;;;1,03;1,03;0,74;1,83;0,96;1,08;4;;;;;
UsoN_wah_kh4;3;;;;;;;;;;1,01;1,02;1,35;1,26;0,96;1,08;2;;;;;
UsoN_wah_kh4;4;;;;;;;;;;1,04;1,05;0,11;0,70;1,99;1,08;0;;;;;
UsoN_wah_kh4;5;;;;;;;;;;1,04;1,05;0,07;2,00;1,29;1,08;0;;;;;
UsoN_wah_kh4;6;;;;;;;;;;1,05;1,05;0,91;1,06;1,05;1,08;0;;;;;
UsoN_wah_kh4;7;;;;;;;;;;1,04;1,03;1,34;0,95;1,26;1,08;2;;;;;
UsoN_wah_kh4;8;;;;;;;;;;1,06;1,06;0,35;0,87;1,03;1,08;0;;;;;
UsoN_wah_kh4;9;;;;;;;;;;1,04;1,04;1,14;1,27;1,29;1,08;0;;;;;
UsoN_wah_kh4;10;;;;;;;;;;1,01;1,01;0,23;1,30;0,90;1,08;0;;;;;
UsoN_wah_kh4;11;;;;;;;;;;1,07;1,07;0,00;2,00;0,69;1,08;0;;;;;
UsoN_wah_kh4;12;;;;;;;;;;1,01;1,00;;;;;0;;;;;
UsoN_wah_kh4;13;;;;;;;;;;1,04;1,04;1,04;1,07;1,00;1,08;0;;;;;
UsoN_wah_kh4;14;;;;;;;;;;1,05;1,04;0,32;1,25;1,21;1,08;0;;;;;
UsoN_wah_kh4;15;;;;;;;;;;1,03;1,04;1,22;1,27;1,01;1,08;3;23;18;;;
UsoN_wah_kh4;16;;;;;;;;;;1,01;1,01;1,01;1,21;1,02;1,08;2;;;;;
UsoN_wah_kh4;17;;;;;;;;;;1,05;1,05;0,04;2,00;2,00;1,08;0;;;;;
UsoN_wah_kh4;18;;;;;;;;;;1,04;1,03;1,35;1,04;2,00;1,08;1;;;;;
UsoN_wah_kh4;19;;;;;;;;;;1,04;1,03;1,20;1,12;1,11;1,08;4;;;;;
UsoN_wah_kh4;20;;;;;;;;;;1,04;1,06;0,01;0,21;1,04;1,08;0;;;;;
UsoN_wah_kh4;21;;;;;;;;;;1,03;1,04;0,00;;2,00;1,08;0;;;;;
UsoN_wah_kh4;22;;;;;;;;;;1,03;1,03;0,27;2,00;0,91;1,08;0;;;;;
UsoN_wah_kh4;23;;;;;;;;;;1,03;1,04;1,20;1,32;1,00;1,08;5;;;;;
UsoN_wah_kh4;24;;;;;;;;;;1,04;1,03;0,40;1,93;1,00;1,08;0;;;;;
UsoN_wah_kh4;25;;;;;;;;;;1,04;1,04;0,76;1,45;1,06;1,08;5;;;;;
UsoN_wah_kh4;26;;;;;;;;;;1,02;1,02;1,13;1,11;1,22;1,08;1;;;;;
UsoN_wah_kh4;27;;;;;;;;;;1,03;1,03;0,98;1,96;1,01;1,08;4;;;;;
UsoN_wah_kh4;28;;;;;;;;;;1,02;1,02;0,11;2,00;1,00;1,08;0;;;;;
UsoN_wah_kh4;29;;;;;;;;;;1,04;1,05;;;;;0;;;;;
UsoN_wah_kh4;30;;;;;;;;;;1,09;1,11;;;;;0;;;;;
UsoN_wah_kh4;31;;;;;;;;;;1,05;1,08;0,00;;2,00;1,08;0;;;;;
UsoN_wah_kh4;32;;;;;;;;;;1,02;1,01;0,20;0,00;0,74;1,08;0;;;;;
UsoN_wah_kh4;33;;;;;;;;;;1,03;1,03;0,52;0,71;1,53;1,08;0;;;;;
UsoN_wah_kh4;34;;;;;;;;;;1,04;1,04;0,31;0,57;1,17;1,08;0;;;;;
UsoN_wah_kh4;35;;;;;;;;;;1,05;1,06;;;;;0;;;;;
UsoN_wah_kh4;36;;;;;;;;;;1,02;1,01;0,50;2,00;2,00;1,08;0;;;;;
UsoN_wah_kh4;37;;;;;;;;;;1,02;1,00;0,80;1,37;1,84;1,08;0;;;;;
UsoN_wah_kh4;38;;;;;;;;;;1,02;1,01;0,98;0,68;1,23;1,08;0;;;;;
UsoN_wah_kh4;39;;;;;;;;;;1,06;1,05;0,14;0,00;1,29;1,08;0;;;;;
